2023.07.13,01:00,1956.38,1958.31,1955.95,1957.64,1522
2023.07.13,02:00,1957.64,1957.91,1957.25,1957.69,1508
2023.07.13,03:00,1957.68,1958.80,1956.42,1956.89,5004
2023.07.13,04:00,1956.91,1959.82,1956.23,1959.45,7520
2023.07.13,05:00,1959.48,1961.62,1958.53,1959.98,5961
2023.07.13,06:00,1959.94,1961.00,1958.69,1960.18,4904
2023.07.13,07:00,1960.23,1962.16,1956.99,1957.12,4406
2023.07.13,08:00,1957.12,1958.34,1955.16,1955.28,7129
2023.07.13,09:00,1955.30,1962.91,1955.30,1962.72,8703
2023.07.13,10:00,1962.70,1963.23,1959.25,1961.74,7448
2023.07.13,11:00,1961.71,1962.70,1960.10,1960.79,6004
2023.07.13,12:00,1960.81,1960.87,1959.31,1959.89,4528
2023.07.13,13:00,1959.92,1960.47,1958.05,1960.42,5109
2023.07.13,14:00,1960.44,1960.63,1957.87,1959.82,5727
2023.07.13,15:00,1959.91,1963.44,1952.26,1957.47,16003
2023.07.13,16:00,1957.46,1961.31,1956.60,1958.41,17598
2023.07.13,17:00,1958.39,1961.79,1957.42,1960.71,14324
2023.07.13,18:00,1960.73,1961.50,1954.59,1954.91,10170
2023.07.13,19:00,1954.95,1959.64,1954.64,1958.72,8654
2023.07.13,20:00,1958.72,1960.44,1957.49,1959.92,6154
2023.07.13,21:00,1959.91,1960.72,1958.75,1959.79,4573
2023.07.13,22:00,1959.75,1960.43,1959.48,1960.04,4195
2023.07.13,23:00,1960.00,1960.63,1959.71,1960.25,1956
2023.07.14,01:00,1959.69,1960.74,1959.68,1959.82,1109
2023.07.14,02:00,1959.83,1961.74,1959.74,1959.99,2536
2023.07.14,03:00,1960.05,1960.53,1958.26,1959.22,4291
2023.07.14,04:00,1959.24,1963.18,1958.28,1962.70,7975
2023.07.14,05:00,1962.72,1963.70,1961.39,1961.48,5496
2023.07.14,06:00,1961.50,1962.95,1960.94,1962.46,4288
2023.07.14,07:00,1962.42,1962.42,1960.14,1960.25,3602
2023.07.14,08:00,1960.28,1961.16,1957.79,1958.80,5625
2023.07.14,09:00,1958.75,1960.23,1955.51,1956.39,7799
2023.07.14,10:00,1956.46,1957.30,1954.19,1956.71,7094
2023.07.14,11:00,1956.73,1958.15,1955.51,1956.03,5754
2023.07.14,12:00,1956.01,1957.18,1955.13,1955.79,4813
2023.07.14,13:00,1955.78,1956.91,1955.06,1956.05,4947
2023.07.14,14:00,1956.12,1959.99,1956.11,1959.14,5269
2023.07.14,15:00,1959.14,1962.58,1956.78,1957.32,10596
2023.07.14,16:00,1957.34,1960.82,1954.33,1957.00,14111
2023.07.14,17:00,1956.97,1960.49,1950.77,1960.36,19005
2023.07.14,18:00,1960.37,1961.84,1957.31,1958.01,10381
2023.07.14,19:00,1958.01,1959.22,1957.09,1958.85,7578
2023.07.14,20:00,1958.87,1960.28,1958.14,1960.20,5497
2023.07.14,21:00,1960.22,1960.97,1958.99,1959.07,3995
2023.07.14,22:00,1959.04,1959.12,1954.25,1954.33,5091
2023.07.14,23:00,1954.31,1955.68,1954.25,1955.14,2295
2023.07.17,01:00,1954.57,1955.62,1952.82,1952.97,1798
2023.07.17,02:00,1953.00,1953.25,1951.23,1953.16,2158
2023.07.17,03:00,1953.19,1954.61,1952.31,1954.49,3221
2023.07.17,04:00,1954.48,1955.80,1951.83,1952.51,5103
2023.07.17,05:00,1952.31,1953.76,1951.13,1953.39,4107
2023.07.17,06:00,1953.40,1953.60,1950.80,1951.95,2774
2023.07.17,07:00,1951.92,1953.51,1951.32,1953.48,2176
2023.07.17,08:00,1953.48,1956.69,1953.30,1953.88,4366
2023.07.17,09:00,1953.88,1954.95,1951.90,1953.14,5540
2023.07.17,10:00,1953.21,1955.02,1950.51,1952.19,5747
2023.07.17,11:00,1952.17,1957.48,1951.86,1955.78,6519
2023.07.17,12:00,1955.78,1959.11,1954.16,1958.53,5439
2023.07.17,13:00,1958.54,1959.74,1956.80,1957.10,5064
2023.07.17,14:00,1957.10,1957.95,1956.52,1957.47,4423
2023.07.17,15:00,1957.47,1959.34,1948.00,1948.47,11807
2023.07.17,16:00,1948.52,1951.51,1945.64,1950.37,14381
2023.07.17,17:00,1950.54,1954.12,1949.19,1953.90,11175
2023.07.17,18:00,1954.02,1955.07,1951.15,1954.49,7127
2023.07.17,19:00,1954.49,1955.54,1953.80,1954.51,4981
2023.07.17,20:00,1954.51,1955.16,1952.34,1955.11,4739
2023.07.17,21:00,1955.09,1955.85,1954.60,1955.52,3158
2023.07.17,22:00,1955.50,1956.29,1954.51,1955.16,3211
2023.07.17,23:00,1955.15,1955.42,1954.29,1954.68,1508
2023.07.18,01:00,1954.05,1954.94,1954.05,1954.84,868
2023.07.18,02:00,1954.84,1956.10,1954.84,1955.37,1305
2023.07.18,03:00,1955.34,1956.69,1954.56,1955.28,3298
2023.07.18,04:00,1955.29,1959.44,1954.99,1957.00,7668
2023.07.18,05:00,1957.00,1958.84,1955.68,1958.81,4922
2023.07.18,06:00,1958.81,1960.54,1958.43,1959.66,4438
2023.07.18,07:00,1959.89,1960.99,1959.56,1959.90,2725
2023.07.18,08:00,1959.92,1961.68,1958.88,1959.09,4343
2023.07.18,09:00,1959.04,1961.88,1957.66,1961.57,6457
2023.07.18,10:00,1961.56,1964.00,1960.71,1961.39,8186
2023.07.18,11:00,1961.41,1962.88,1960.38,1961.56,6499
2023.07.18,12:00,1961.56,1963.18,1961.07,1962.86,4882
2023.07.18,13:00,1962.87,1964.17,1961.69,1963.00,4615
2023.07.18,14:00,1962.95,1972.08,1960.90,1962.93,8217
