2023.10.13,22:45,1928.07,1928.48,1927.85,1928.23,1021
2023.10.13,23:00,1928.29,1929.24,1928.04,1928.71,686
2023.10.13,23:15,1928.72,1928.94,1928.25,1928.89,432
2023.10.13,23:30,1928.89,1928.90,1927.97,1928.78,473
2023.10.13,23:45,1928.76,1932.53,1928.63,1932.12,740
2023.10.16,01:00,1928.08,1928.38,1920.99,1922.06,1736
2023.10.16,01:15,1922.09,1924.94,1921.30,1922.99,828
2023.10.16,01:30,1922.84,1925.35,1922.64,1925.07,581
2023.10.16,01:45,1924.97,1926.13,1924.03,1924.25,693
2023.10.16,02:00,1924.29,1926.27,1924.10,1925.55,740
2023.10.16,02:15,1925.50,1925.85,1921.35,1922.55,1046
2023.10.16,02:30,1922.61,1924.90,1922.33,1924.44,1026
2023.10.16,02:45,1924.46,1925.98,1923.89,1925.74,1425
2023.10.16,03:00,1925.70,1925.81,1924.45,1925.26,1414
2023.10.16,03:15,1925.27,1925.86,1923.41,1924.25,1247
2023.10.16,03:30,1924.32,1924.52,1922.19,1922.62,1008
2023.10.16,03:45,1922.67,1922.73,1921.24,1921.54,1060
2023.10.16,04:00,1921.54,1923.37,1921.09,1923.16,1560
2023.10.16,04:15,1923.15,1923.34,1922.15,1922.55,1147
2023.10.16,04:30,1922.57,1922.67,1921.11,1921.83,1368
2023.10.16,04:45,1921.83,1922.06,1920.22,1920.33,1097
2023.10.16,05:00,1920.37,1920.62,1919.70,1920.34,914
2023.10.16,05:15,1920.36,1921.14,1920.04,1920.66,739
2023.10.16,05:30,1920.66,1921.45,1920.66,1920.66,1075
2023.10.16,05:45,1920.69,1920.76,1918.29,1920.30,1455
2023.10.16,06:00,1920.34,1920.34,1918.68,1918.98,726
2023.10.16,06:15,1919.02,1919.40,1917.91,1918.94,872
2023.10.16,06:30,1918.97,1919.93,1918.50,1919.84,877
2023.10.16,06:45,1919.87,1920.13,1919.60,1919.91,536
2023.10.16,07:00,1919.90,1920.25,1918.97,1919.85,701
2023.10.16,07:15,1919.87,1919.87,1919.09,1919.15,581
2023.10.16,07:30,1919.21,1920.17,1919.11,1919.94,623
2023.10.16,07:45,1919.97,1920.28,1919.71,1920.01,403
2023.10.16,08:00,1920.04,1920.04,1919.38,1919.63,568
2023.10.16,08:15,1919.61,1919.77,1919.36,1919.66,452
2023.10.16,08:30,1919.67,1919.69,1918.61,1919.28,928
2023.10.16,08:45,1919.30,1919.60,1914.14,1914.84,1969
2023.10.16,09:00,1914.87,1915.72,1912.13,1914.89,2270
2023.10.16,09:15,1914.92,1915.46,1912.16,1912.49,1995
2023.10.16,09:30,1912.48,1913.47,1911.91,1912.69,2034
2023.10.16,09:45,1912.70,1912.70,1909.08,1909.79,2380
2023.10.16,10:00,1909.75,1911.34,1908.03,1911.09,3066
2023.10.16,10:15,1911.12,1912.29,1910.26,1911.11,2658
2023.10.16,10:30,1911.11,1912.12,1909.94,1910.37,2291
2023.10.16,10:45,1910.42,1911.72,1910.25,1911.37,2065
2023.10.16,11:00,1911.36,1913.42,1911.30,1912.55,2397
2023.10.16,11:15,1912.63,1913.25,1909.81,1910.26,2170
2023.10.16,11:30,1910.21,1913.05,1910.10,1912.74,1766
2023.10.16,11:45,1912.68,1912.97,1911.05,1911.49,1474
2023.10.16,12:00,1911.43,1912.86,1911.09,1912.86,1532
2023.10.16,12:15,1912.87,1914.51,1912.81,1913.80,1668
2023.10.16,12:30,1913.87,1916.46,1913.87,1915.56,1628
2023.10.16,12:45,1915.55,1916.20,1915.37,1916.01,1218
2023.10.16,13:00,1916.01,1916.83,1914.36,1915.49,1505
2023.10.16,13:15,1915.47,1917.48,1915.13,1917.20,1341
2023.10.16,13:30,1917.16,1917.51,1915.85,1915.99,1254
2023.10.16,13:45,1915.99,1918.22,1915.44,1917.85,1386
2023.10.16,14:00,1917.86,1918.13,1916.13,1916.76,1621
2023.10.16,14:15,1916.77,1917.08,1915.13,1915.99,1667
2023.10.16,14:30,1915.96,1916.35,1914.75,1916.07,1732
2023.10.16,14:45,1916.05,1916.08,1914.66,1915.51,1877
2023.10.16,15:00,1915.45,1917.16,1914.46,1916.85,2500
2023.10.16,15:15,1916.85,1924.43,1916.38,1922.45,3698
2023.10.16,15:30,1922.47,1923.06,1917.91,1918.08,3752
2023.10.16,15:45,1918.04,1919.01,1916.78,1918.54,3178
2023.10.16,16:00,1918.60,1918.69,1916.88,1918.45,3392
2023.10.16,16:15,1918.44,1918.86,1916.05,1917.26,3019
2023.10.16,16:30,1917.25,1918.44,1914.27,1918.44,4031
2023.10.16,16:45,1918.54,1921.08,1917.60,1917.86,3889
2023.10.16,17:00,1917.84,1919.24,1916.11,1918.74,3151
2023.10.16,17:15,1918.74,1920.24,1916.57,1917.09,3407
2023.10.16,17:30,1917.11,1919.36,1916.48,1917.07,3485
2023.10.16,17:45,1917.06,1918.56,1916.29,1918.03,2987
2023.10.16,18:00,1918.04,1921.35,1917.80,1920.72,2734
2023.10.16,18:15,1920.76,1922.05,1920.34,1921.27,2406
2023.10.16,18:30,1921.27,1922.00,1920.85,1921.50,2179
2023.10.16,18:45,1921.51,1922.18,1921.00,1921.35,1964
2023.10.16,19:00,1921.36,1921.92,1920.22,1920.44,1546
2023.10.16,19:15,1920.43,1921.68,1920.29,1921.24,1533
2023.10.16,19:30,1921.24,1921.34,1920.19,1920.89,1525
