fold,bo,k,vbo_sh,ten_sh,port_sh,port_cagr,port_dd
1,24,3,1.2222317646285568,0.05472365065474293,1.1983501900194184,0.10501042615256684,-0.04523013293312994
2,24,4,0.539889743626266,1.2419267016233317,0.8709431744818649,0.07411233456388722,-0.11319544868998843
3,12,4,1.0331452636235932,0.3006481582171701,1.0608564663466002,0.10256590842868674,-0.05645562295006212
4,12,4,1.5394812600744583,0.46374648266210333,1.6192862849125873,0.2079336511758738,-0.06484114975287958
5,24,4,0.7611302716038735,0.7013424365285115,0.9554812194629041,0.0971405458689778,-0.0646555597380557
