name,final,cagr,pf,dd,sharpe,trades
本命: トレンド整合ボラブレイク(L/S),1000.0,0.0,inf,0.0,0.0,0
本命の派生: ロングのみ,1000.0,0.0,inf,0.0,0.0,0
アブレーション: ボラゲート無し,1289.0397857142857,0.02767545259710613,7.722101139908745,-0.0364790425998075,0.6050733508276888,7
アブレーション: トレンドフィルタ無し,1000.0,0.0,inf,0.0,0.0,0
感度: Donchian10,1000.0,0.0,inf,0.0,0.0,0
感度: Donchian40,1000.0,0.0,inf,0.0,0.0,0
