direction,lots,entry,exit,entry_time,exit_time,pnl,reason
1,0.07,1744.26,1754.9357142857139,2022-11-10 17:00:00,2022-11-18 13:00:00,74.23999999999707,SL
1,0.09,1758.36,1754.9357142857139,2022-11-11 09:00:00,2022-11-18 13:00:00,-31.448571428574386,SL
1,0.09,1801.78,1780.402857142857,2022-12-01 17:00:00,2022-12-02 13:00:00,-193.02428571428584,SL
1,0.09,1822.4399999999998,1801.8128571428567,2022-12-13 17:00:00,2022-12-14 21:00:00,-186.27428571428788,SL
1,0.08,1858.99,1837.1171428571427,2023-01-04 13:00:00,2023-01-05 13:00:00,-175.54285714285885,SL
1,0.09,1906.3,1915.8857142857141,2023-01-13 13:00:00,2023-01-31 05:00:00,85.64142857142758,SL
1,0.09,1917.77,1915.8857142857141,2023-01-19 17:00:00,2023-01-31 05:00:00,-17.588571428572667,SL
1,0.06,1926.34,1949.4514285714286,2023-03-15 16:00:00,2023-03-21 16:00:00,138.2485714285718,SL
1,0.06,1951.8799999999999,1949.4514285714286,2023-03-17 16:00:00,2023-03-21 16:00:00,-14.991428571427985,SL
1,0.09,2046.6999999999998,2025.1671428571426,2023-04-13 17:00:00,2023-04-14 13:00:00,-194.4257142857149,SL
1,0.13,1981.02,1966.8742857142856,2023-07-20 09:00:00,2023-07-20 17:00:00,-184.80428571428652,SL
1,0.12,1971.4099999999999,1960.9499999999998,2023-07-18 17:00:00,2023-07-21 09:00:00,-126.36000000000044,SL
1,0.1,1944.54,1954.5414285714285,2023-10-18 13:00:00,2023-10-24 13:00:00,99.31428571428505,SL
1,0.09,1957.29,1954.5414285714285,2023-10-18 17:00:00,2023-10-24 13:00:00,-25.36714285714345,SL
1,0.08,1990.82,1976.9142857142856,2023-10-26 13:00:00,2023-11-01 04:00:00,-111.80571428571473,SL
1,0.1,1967.74,2087.98,2023-11-14 17:00:00,2023-12-04 05:00:00,1201.7,SL(ギャップ)
1,0.1,1979.8899999999999,2087.98,2023-11-16 17:00:00,2023-12-04 05:00:00,1080.2000000000014,SL(ギャップ)
1,0.09,2043.35,2019.345714285714,2023-12-14 17:00:00,2023-12-15 17:00:00,-216.66857142857373,SL
1,0.11,2051.7599999999998,2032.1299999999999,2024-01-31 17:00:00,2024-01-31 21:00:00,-216.6999999999987,SL
1,0.15,2055.0899999999997,2158.2485714285717,2024-03-01 13:00:00,2024-03-13 08:00:00,1546.3285714285803,SL
1,0.11,2083.83,2158.2485714285717,2024-03-04 09:00:00,2024-03-13 08:00:00,817.8342857142898,SL
1,0.1,2206.83,2339.4771428571426,2024-03-28 16:00:00,2024-04-12 21:00:00,1325.7714285714262,SL
1,0.11,2222.0899999999997,2339.4771428571426,2024-03-28 20:00:00,2024-04-12 21:00:00,1290.4885714285715,SL
1,0.12,2449.93,2423.555714285714,2024-05-20 09:00:00,2024-05-20 13:00:00,-317.3314285714276,SL
