direction,lots,entry,exit,entry_time,exit_time,pnl,reason
1,0.14,1955.661,1974.25,2023-10-19 15:30:00,2023-10-19 23:00:00,259.2659999999992,時間手仕舞い
1,0.09,1987.5449999999998,1979.52,2023-10-20 16:45:00,2023-10-20 23:00:00,-72.85499999999877,時間手仕舞い
1,0.15,1978.0609999999997,1967.98,2023-10-25 16:00:00,2023-10-25 18:00:00,-152.26499999999515,SL
1,0.12,2002.833,1990.31,2023-10-31 15:45:00,2023-10-31 18:00:00,-151.11600000000166,SL
1,0.09,1990.0509999999997,1974.9099999999999,2023-11-01 16:00:00,2023-11-01 18:30:00,-136.89899999999864,SL
1,0.12,1955.8329999999999,1957.19,2023-11-09 16:30:00,2023-11-09 23:00:00,15.44400000000238,時間手仕舞い
1,0.16,1942.8829999999998,1946.5,2023-11-13 18:15:00,2023-11-13 23:00:00,56.75200000000304,時間手仕舞い
1,0.26,1949.088,1965.582,2023-11-14 15:30:00,2023-11-14 16:30:00,427.0240000000037,TP
1,0.11,1970.013,1980.84,2023-11-16 15:30:00,2023-11-16 23:00:00,118.32699999999998,時間手仕舞い
1,0.08,1996.2269999999999,1998.89,2023-11-21 15:15:00,2023-11-21 23:00:00,20.744000000001908,時間手仕舞い
1,0.23,1997.907,2017.668,2023-11-24 15:15:00,2023-11-27 03:15:00,452.89299999999923,TP
1,0.23,2018.913,2039.8619999999999,2023-11-28 15:30:00,2023-11-28 18:45:00,480.21699999999635,TP
1,0.09,2051.662,2070.75,2023-12-01 17:15:00,2023-12-01 23:00:00,171.16200000000174,時間手仕舞い
1,0.15,2036.322,2024.8,2023-12-07 15:30:00,2023-12-07 19:00:00,-173.87999999999903,SL
1,0.18,1990.521,1981.32,2023-12-12 15:00:00,2023-12-12 16:30:00,-166.87800000000036,SL
1,0.13,1984.855,2020.7199999999998,2023-12-13 15:30:00,2023-12-13 22:15:00,465.33499999999714,TP
1,0.09,2042.204,2036.17,2023-12-14 16:30:00,2023-12-14 23:00:00,-54.935999999998906,時間手仕舞い
1,0.13,2028.6599999999999,2026.36,2023-12-18 19:45:00,2023-12-18 23:00:00,-30.80999999999941,時間手仕舞い
1,0.18,2031.1689999999999,2040.13,2023-12-19 15:00:00,2023-12-19 23:00:00,160.03800000000433,時間手仕舞い
1,0.18,2040.4759999999999,2043.97,2023-12-21 15:30:00,2023-12-21 23:00:00,61.632000000002556,時間手仕舞い
1,0.07,2068.35,2053.22,2023-12-22 15:45:00,2023-12-22 23:00:00,-106.40000000000076,時間手仕舞い
1,0.17,2071.402,2078.04,2023-12-27 16:30:00,2023-12-27 23:00:00,111.65599999999866,時間手仕舞い
1,0.14,2049.582,2043.69,2024-01-05 17:00:00,2024-01-05 23:00:00,-83.46799999999757,時間手仕舞い
1,0.13,2039.851,2027.1299999999999,2024-01-09 15:30:00,2024-01-09 18:00:00,-166.283000000003,SL
1,0.12,2037.1119999999999,2022.9499999999998,2024-01-11 15:15:00,2024-01-11 18:15:00,-170.78400000000042,SL
1,0.06,2056.522,2047.36,2024-01-12 15:45:00,2024-01-12 23:00:00,-55.39200000000021,時間手仕舞い
1,0.1,2036.85,2028.22,2024-01-19 15:15:00,2024-01-19 23:00:00,-86.99999999999882,時間手仕舞い
-1,0.12,2021.496,2012.49,2024-01-24 17:00:00,2024-01-24 23:00:00,107.23200000000101,時間手仕舞い
-1,0.21,2011.841,2019.92,2024-01-25 15:30:00,2024-01-25 15:45:00,-171.12900000000374,SL
-1,0.22,2017.299,2018.82,2024-01-26 17:00:00,2024-01-26 23:00:00,-35.00199999999908,時間手仕舞い
1,0.18,2041.4449999999997,2032.53,2024-01-31 15:30:00,2024-01-31 22:00:00,-161.72999999999524,SL
1,0.07,2051.854,2055.34,2024-02-01 17:45:00,2024-02-01 23:00:00,23.91200000000232,時間手仕舞い
1,0.28,2057.66,2051.66,2024-02-02 15:15:00,2024-02-02 15:30:00,-169.96000000000004,SL
1,0.2,2030.744,2035.56,2024-02-06 15:00:00,2024-02-06 23:00:00,94.92000000000063,時間手仕舞い
1,0.24,2036.9919999999997,2034.63,2024-02-07 16:00:00,2024-02-07 23:00:00,-58.367999999991,時間手仕舞い
1,0.21,2036.0339999999999,2028.23,2024-02-09 15:30:00,2024-02-09 15:45:00,-165.35399999999706,SL
-1,0.11,2015.463,1992.87,2024-02-13 15:30:00,2024-02-13 23:00:00,247.75300000000078,時間手仕舞い
-1,0.18,1985.071,1993.92,2024-02-14 17:00:00,2024-02-14 18:45:00,-160.54200000000287,SL
-1,0.24,2001.672,2008.42,2024-02-16 15:30:00,2024-02-16 17:30:00,-163.63200000000114,SL
-1,0.14,2021.838,2024.61,2024-02-21 19:15:00,2024-02-21 23:00:00,-39.78799999999909,時間手仕舞い
-1,0.14,2023.9,2024.86,2024-02-22 15:30:00,2024-02-22 23:00:00,-14.419999999997327,時間手仕舞い
-1,0.19,2029.018,2032.58,2024-02-26 16:00:00,2024-02-26 23:00:00,-69.00799999999806,時間手仕舞い
1,0.14,2034.931,2033.67,2024-02-28 15:30:00,2024-02-28 23:00:00,-18.633999999999542,時間手仕舞い
1,0.14,2039.058,2043.93,2024-02-29 15:30:00,2024-02-29 23:00:00,67.228000000001,時間手仕舞い
1,0.07,2059.531,2083.31,2024-03-01 17:15:00,2024-03-01 23:00:00,165.96299999999997,時間手仕舞い
1,0.15,2089.392,2119.547999999999,2024-03-04 15:45:00,2024-03-04 18:45:00,451.2899999999856,TP
1,0.08,2129.226,2129.45,2024-03-05 15:15:00,2024-03-05 23:00:00,1.2319999999976425,時間手仕舞い
1,0.12,2136.391,2146.49,2024-03-06 15:15:00,2024-03-06 23:00:00,120.34799999999645,時間手仕舞い
1,0.08,2163.393,2158.51,2024-03-07 15:00:00,2024-03-07 23:00:00,-39.62399999999849,時間手仕舞い
